Time [min], Velocity [m/s]
68583,1.6324
68589,1.5477
68594,1.5137
68599,1.3327
68604,1.2374
68609,1.2775
68615,1.0656
68620,1.0226
68625,1.0257
68630,0.92136
68635,0.78703
68641,0.71771
68646,0.63744
68651,0.59831
68656,0.48725
68661,0.39846
68667,0.23484
68672,0.10374
68677,0.095694
68682,0.30345
68687,0.4789
68693,0.45984
68698,0.81496
68703,0.81786
68708,0.87403
68714,1.0436
68719,1.2261
68724,1.4828
68729,1.618
68734,1.7436
68740,1.7942
68745,1.8765
68750,1.9511
68755,2.0643
68760,2.1574
68766,2.1917
68771,2.282
68776,2.3173
68781,2.3376
68786,2.248
68792,2.2823
68797,2.3216
68802,2.3092
68807,2.3209
68812,2.3627
68818,2.4497
68823,2.4844
68828,2.4322
68833,2.5424
68839,2.4991
68844,2.5026
68849,2.3993
68854,2.4378
68859,2.4332
68865,2.3066
68870,2.2141
68875,2.1613
68880,2.1252
68885,2.1568
68891,2.1598
68896,2.1753
68901,2.1483
68906,2.1736
68911,2.1709
68917,2.1233
68922,2.1037
68927,2.1009
68932,2.0495
68938,2.0257
68943,1.9896
68948,1.9371
68953,1.8854
68958,1.8932
68964,1.8928
68969,1.8316
68974,1.7493
68979,1.7245
68984,1.6958
68990,1.6605
68995,1.5927
69000,1.5658
69005,1.475
69010,1.4311
69016,1.3671
69021,1.3269
69026,1.2203
69031,1.1652
69036,1.1259
69042,1.029
69047,0.92354
69052,0.84276
69057,0.73453
69062,0.64519
69068,0.53604
69073,0.44971
69078,0.34005
69083,0.20744
69089,0.04685
69094,0.36592
69099,0.3422
69104,0.45926
69109,0.55825
69115,0.67781
69120,0.75777
69125,0.9142
69130,1.0504
69135,1.1337
69141,1.2678
69146,1.3767
69151,1.4671
69156,1.554
69161,1.6461
69167,1.7511
69172,1.9046
69177,1.9216
69182,1.9496
69188,2.0087
69193,2.0447
69198,2.1381
69203,2.1881
69208,2.1679
69214,2.1473
69219,2.1443
69224,2.1339
69229,2.1804
69234,2.3226
69240,2.3521
69245,2.3106
69250,2.1635
69255,2.0839
69260,2.0492
69266,2.075
69271,2.2842
69276,2.2812
69281,2.2455
69286,2.314
69292,2.2739
69297,2.2047
69302,2.1746
69307,2.1545
69312,2.223
69318,2.1438
69323,2.0941
69328,2.0593
69333,2.0028
69339,1.8961
69344,1.7813
69349,1.8903
69354,2.1006
69359,2.0272
69365,1.9572
69370,1.8464
69375,1.5791
69380,1.6745
69385,1.5655
69391,1.5478
69396,1.4816
69401,1.5339
69406,1.3793
69411,1.3143
69417,1.342
69422,1.3444
69427,1.2949
69432,1.2214
69437,1.1498
69443,1.0333
69448,1.0129
69453,0.99007
69458,0.92713
69464,0.81184
69469,0.6309
69474,0.53993
69479,0.45257
69484,0.28385
69490,0.29305
69495,0.33771
69500,0.0090451
69505,0.10292
69510,0.12358
69516,0.11838
69521,0.17387
69526,0.244
69531,0.37273
69536,0.62443
69542,0.64486
69547,0.80962
69552,1.1103
69557,1.3197
69562,1.3812
69568,1.4901
69573,1.6137
69578,1.6629
69583,1.6855
69589,1.823
69594,1.8213
69599,1.8145
69604,1.9409
69609,1.9376
69615,2.0155
69620,2.0594
69625,2.0404
69630,2.026
69635,2.0522
69641,2.122
69646,2.0745
69651,2.0519
69656,1.9777
69661,2.0422
69667,2.0141
69672,2.0373
69677,1.9725
69682,1.9863
69687,1.9761
69693,1.9995
69698,1.8963
69703,1.8504
69708,1.8703
69714,1.8229
69719,1.7685
69724,1.7479
69729,1.6853
69734,1.583
69740,1.5656
69745,1.5036
69750,1.4653
69755,1.3946
69760,1.3688
69766,1.2643
69771,1.2765
69776,1.229
69781,1.1649
69786,1.0887
69792,1.01
69797,0.97138
69802,0.87819
69807,0.80188
69812,0.69654
69818,0.61964
69823,0.52705
69828,0.43489
69833,0.31851
69839,0.23223
69844,0.056675
69849,0.10274
69854,0.31329
69859,0.45511
69865,0.57162
69870,0.65585
69875,0.72384
69880,0.75501
69885,0.87741
69891,1.0195
69896,1.1144
69901,1.2478
69906,1.3422
69911,1.3606
69917,1.4372
69922,1.4891
69927,1.5546
69932,1.6516
69938,1.7624
69943,1.7995
69948,1.7642
69953,1.8295
69958,1.8843
69964,1.9905
69969,1.9743
69974,1.9724
69979,2.0211
69984,1.9853
69990,1.9616
69995,1.9559
70000,1.9245
70005,1.9305
70010,1.9568
70016,2.0701
70021,2.2145
70026,2.1914
70031,2.1256
70036,2.1403
70042,2.1157
70047,2.1424
70052,2.071
70057,1.9639
70062,1.7126
70068,1.5245
70073,1.5729
70078,1.804
70083,1.8874
70089,1.8969
70094,1.7919
70099,1.5965
70104,1.5364
70109,1.5589
70115,1.6134
70120,1.5817
70125,1.5735
70130,1.5172
70135,1.4683
70141,1.5063
70146,1.4008
70151,1.3191
70156,1.2342
70161,1.1562
70167,0.99745
70172,1.1167
70177,1.032
70182,0.86952
70187,0.80837
70193,0.75314
70198,0.66079
70203,0.578
70208,0.53129
70214,0.42279
70219,0.36607
70224,0.3806
70229,0.2595
70234,0.18894
70240,0.11323
70245,0.059833
70250,0.08978
70255,0.24765
70260,0.37748
70266,0.61269
70271,0.68852
70276,0.72961
70281,0.85916
70286,1.1389
70292,1.3782
70297,1.5014
70302,1.5665
70307,1.6575
70312,1.7576
70318,1.8116
70323,1.9062
70328,1.9403
70333,2.0462
70339,2.117
70344,2.2081
70349,2.2204
70354,2.2251
70359,2.1834
70365,2.185
70370,2.2202
70375,2.2079
70380,2.218
70385,2.2829
70391,2.3145
70396,2.5127
70401,2.3754
70406,2.3091
70411,2.1993
70417,2.1991
70422,2.1472
70427,2.2372
70432,2.2541
70437,2.2114
70443,2.2411
70448,2.1879
70453,2.185
70458,2.135
70464,2.1755
70469,2.1934
70474,2.1688
70479,2.1722
70484,2.1446
70490,2.1298
70495,2.0788
70500,2.013
70505,1.9775
70510,1.9374
70516,1.9264
70521,1.8376
70526,1.8229
70531,1.8003
70536,1.7909
70542,1.7453
70547,1.7363
70552,1.6939
70557,1.6694
70562,1.6229
70568,1.5687
70573,1.5393
70578,1.504
70583,1.4306
70589,1.4001
70594,1.3508
70599,1.3135
70604,1.2259
70609,1.162
70615,1.1115
70620,1.0192
70625,0.94082
70630,0.84264
70635,0.77135
70641,0.66743
70646,0.56999
70651,0.47562
70656,0.36541
70661,0.27008
70667,0.1602
70672,0.073996
70677,0.036591
70682,0.16832
70688,0.40024
70693,0.45252
70698,0.60399
70703,0.68464
70708,0.83939
70714,0.96785
70719,1.0997
70724,1.164
70729,1.2433
70734,1.3082
70740,1.4049
70745,1.5424
70750,1.6428
70755,1.7822
70760,1.8536
70766,1.9265
70771,1.9858
70776,2.0615
70781,2.0791
70786,2.1124
70792,2.1458
70797,2.1307
70802,2.0919
70807,2.0995
70812,2.0897
70818,2.1923
70823,2.3187
70828,2.2817
70833,2.2154
70839,2.0784
70844,1.8612
70849,2.0544
70854,2.3307
70859,2.1713
70865,2.4037
70870,2.285
70875,2.3281
70880,2.2491
70885,2.2977
70891,2.3569
70896,2.3036
70901,2.1812
70906,2.0688
70911,2.1776
70917,2.12
70922,2.0443
70927,1.9539
70932,2.1432
70937,2.021
70943,2.0699
70948,1.9789
70953,1.6986
70958,1.4669
70964,1.5991
70969,1.6354
70974,1.7053
70979,1.6635
70984,1.6018
70990,1.5665
70995,1.4574
71000,1.4211
71005,1.42
71010,1.2693
71016,1.3146
71021,1.3312
71026,1.2577
71031,1.1754
71036,1.1067
71042,1.0491
71047,1.0231
71052,0.92025
71057,0.83189
71062,0.68597
71068,0.58126
71073,0.5132
71078,0.45447
71083,0.26677
71089,0.19729
71094,0.14465
71099,0.11575
71104,0.05622
71109,0.046641
71115,0.064823
71120,0.17804
71125,0.32364
71130,0.59
71135,0.6261
71141,0.78524
71146,1.111
71151,1.2798
71156,1.4153
71161,1.4682
71167,1.6045
71172,1.6947
71177,1.71
71182,1.7487
71187,1.7878
71193,1.8988
71198,1.9304
71203,2
71208,2.0653
71214,2.0412
71219,2.0334
71224,1.9963
71229,2.0128
71234,2.0881
71240,2.0533
71245,2.0814
71250,2.034
71255,1.9913
71260,2.0169
71266,2.0671
71271,1.9762
71276,1.996
71281,1.9902
71286,1.9254
71292,1.803
71297,1.8514
71302,1.8858
71307,1.8552
71313,1.8489
71318,1.755
71323,1.6976
71328,1.6338
71333,1.5367
71339,1.4692
71344,1.4477
71349,1.4163
71354,1.3564
71359,1.326
71365,1.2679
71370,1.2195
71375,1.1745
71380,1.1177
71385,1.04
71391,0.98842
71396,0.91757
71401,0.84219
71406,0.76201
71411,0.67387
71417,0.57857
71422,0.47023
71427,0.40351
71432,0.29337
71438,0.19623
71443,0.24131
71448,0.2916
71453,0.27399
71458,0.43958
71464,0.56208
71469,0.64607
71474,0.71591
71479,0.7708
71484,0.88771
71490,1
71495,1.199
71500,1.2622
71505,1.2596
71510,1.3303
71516,1.3993
71521,1.5093
71526,1.5637
71531,1.6715
71536,1.7323
71542,1.7418
71547,1.8168
71552,1.8629
71557,1.8892
71562,1.8803
71568,1.912
71573,1.9052
71578,1.8939
71583,2.0774
71589,2.0631
71594,2.0197
71599,2.0222
71604,1.9244
71609,1.9315
71615,1.9558
71620,1.9845
71625,1.9629
71630,2.0119
71635,2.0708
71641,2.0228
71646,2.0446
71651,1.9471
71656,1.9529
71661,1.9068
71667,1.8225
71672,1.7937
71677,1.7436
71682,1.7777
71687,1.7536
71693,1.7929
71698,1.7334
71703,1.7455
71708,1.712
71714,1.6643
71719,1.5481
71724,1.5006
71729,1.5015
71734,1.4946
71740,1.427
71745,1.2962
71750,1.2597
71755,1.1827
71760,1.1079
71766,0.99796
71771,0.91357
71776,0.88063
71781,0.82131
71786,0.78442
71792,0.71872
71797,0.63295
71802,0.43369
71807,0.33615
71812,0.25453
71818,0.14149
71823,0.039323
71828,0.082596
71833,0.2004
71839,0.38689
71844,0.46319
71849,0.68896
71854,0.91304
71859,0.745
71865,0.80144
71870,1.1099
71875,1.3458
71880,1.438
71885,1.5329
71891,1.6591
71896,1.8076
71901,1.7375
71906,1.8694
71911,1.9625
71917,2.0318
71922,2.0787
71927,2.1162
71932,2.1907
71937,2.2214
71943,2.2539
71948,2.1745
71953,2.2188
71958,2.1788
71964,2.2367
71969,2.2729
71974,2.2693
71979,2.3375
71984,2.1592
71990,2.2384
71995,2.1468
72000,2.1611
72005,2.204
72010,2.2458
72016,2.2627
72021,2.2721
72026,2.2746
72031,2.2548
72036,2.2549
72042,2.2325
72047,2.1512
72052,2.202
72057,2.1561
72062,2.2128
72068,2.1089
72073,2.157
72078,2.0556
72083,2.0647
72089,1.9936
72094,2.0103
72099,2.0011
72104,2.0033
72109,1.9287
72115,1.9017
72120,1.8839
72125,1.8715
72130,1.775
72135,1.7545
72141,1.7393
72146,1.6766
72151,1.6301
72156,1.6269
72161,1.583
72167,1.5329
72172,1.4597
72177,1.4138
72182,1.3687
72188,1.3065
72193,1.234
72198,1.1546
72203,1.0738
72208,0.98663
72214,0.91024
72219,0.81749
72224,0.72449
72229,0.63608
72234,0.52275
72240,0.42865
72245,0.32731
72250,0.20686
72255,0.11734
72260,0.036025
72266,0.1565
72271,0.26744
72276,0.43462
72281,0.57917
72286,0.71169
72292,0.8876
72297,1.0538
72302,1.176
72307,1.2068
72312,1.3154
72318,1.3599
72323,1.4051
72328,1.279
72333,1.4636
72339,1.7751
72344,1.8341
72349,1.9413
72354,2.0655
72359,2.0832
72365,2.1393
72370,2.1277
72375,2.1605
72380,2.1299
72385,2.1881
72391,2.2946
72396,2.3194
72401,2.3583
72406,2.3361
72411,2.2414
72417,2.1546
72422,2.0603
72427,2.1664
72432,2.3968
72437,2.2333
72443,2.4172
72448,2.3938
72453,2.4657
72458,2.4377
72464,2.4261
72469,2.3571
72474,2.355
72479,2.2901
72484,2.2605
72490,2.5204
72495,2.3381
72500,2.3321
72505,2.3125
72510,2.2116
72516,2.17
72521,2.0846
72526,1.9282
72531,1.9073
72536,1.934
72542,1.976
72547,1.9147
72552,1.822
72557,1.7687
72562,1.7233
72568,1.614
72573,1.4779
72578,1.3638
72583,1.349
72589,1.2747
72594,1.2181
72599,1.1505
72604,1.1648
72609,1.1247
72615,1.0744
72620,1.011
72625,0.99058
72630,0.9555
72635,0.889
72641,0.8451
72646,0.74961
72651,0.54279
72656,0.47713
72661,0.40702
72667,0.4275
72672,0.21727
72677,0.14758
72682,0.066066
72687,0.064216
72693,0.17977
72698,0.31289
72703,0.36044
72708,0.52171
72714,0.76226
72719,0.84387
72724,0.79408
72729,0.98832
72734,1.3606
72740,1.5146
72745,1.5591
72750,1.694
72755,1.7928
72760,1.7834
72766,1.8294
72771,1.8549
72776,1.9499
72781,2.0472
72786,2.1091
72792,2.1736
72797,2.2074
72802,2.1973
72807,2.0954
72812,2.1165
72818,2.0954
72823,2.1337
72828,2.1813
72833,2.1713
72839,2.1872
72844,2.1667
72849,2.1439
72854,2.2594
72859,2.1531
72865,2.1067
72870,2.1283
72875,2.0458
72880,2.0349
72885,2.0228
72891,1.9097
72896,1.8372
72901,1.8664
72906,1.749
72911,1.7385
72917,1.6918
72922,1.6716
72927,1.6354
72932,1.566
72938,1.5488
72943,1.4772
72948,1.4508
72953,1.3944
72958,1.3143
72964,1.2596
72969,1.1523
72974,1.0799
72979,1.0255
72984,0.948
72990,0.86043
72995,0.77826
73000,0.70672
73005,0.59477
73010,0.52559
73016,0.4077
73021,0.291
73026,0.1721
73031,0.087439
73036,0.26803
73042,0.29554
73047,0.43866
73052,0.53838
73057,0.57717
73062,0.67518
73068,0.84082
73073,0.95151
73078,1.0856
73083,1.1849
73089,1.2719
73094,1.3412
73099,1.4347
73104,1.5465
73109,1.6369
73115,1.7211
73120,1.7689
73125,1.8897
73130,1.9386
73135,1.9804
73141,2.052
73146,2.0428
73151,2.0087
73156,1.9981
73161,1.9367
73167,1.94
73172,1.9341
73177,1.7485
73182,1.766
73188,1.7727
73193,1.876
73198,2.1344
73203,2.0412
73208,2.1431
73214,2.1876
73219,2.2116
73224,2.2991
73229,2.1113
73234,1.8923
73240,1.7618
73245,1.5436
73250,1.5519
73255,1.7611
73260,1.6816
73266,1.7429
73271,1.9124
73276,1.9204
73281,1.9122
73286,1.803
73292,1.6665
73297,1.7213
73302,1.6495
73307,1.5962
73312,1.4934
73318,1.5126
73323,1.5363
73328,1.3843
73333,1.1636
73339,1.0014
73344,0.9932
73349,0.81634
73354,0.76106
73359,0.72339
73365,0.63858
73370,0.52435
73375,0.43093
73380,0.34923
73385,0.30075
73391,0.23136
73396,0.18974
73401,0.16046
73406,0.065967
73411,0.16131
73417,0.36332
73422,0.71662
73427,0.70427
73432,0.73589
73437,0.91929
73443,1.1528
73448,1.3302
73453,1.4556
73458,1.5662
73464,1.7229
73469,1.782
73474,1.8525
73479,1.939
73484,2.058
73490,2.1294
73495,2.1949
73500,2.3043
73505,2.3258
73510,2.3277
73516,2.3515
73521,2.3316
73526,2.3096
73531,2.3647
73536,2.3704
73542,2.3623
73547,2.432
73552,2.4615
73557,2.4365
73562,2.4105
73568,2.3481
73573,2.3189
73578,2.3406
73583,2.3552
73589,2.2854
73594,2.2606
73599,2.3068
73604,2.3542
73609,2.304
73615,2.2679
73620,2.2456
73625,2.2986
73630,2.2711
73635,2.2771
73641,2.286
73646,2.1194
73651,2.2214
73656,2.157
73661,2.1169
73667,2.0658
73672,2.1023
73677,2.0903
73682,2.0636
73688,2.0093
73693,1.9756
73698,1.9122
73703,1.8343
73708,1.8862
73714,1.8346
73719,1.7954
73724,1.7759
73729,1.7202
73734,1.6833
73740,1.5758
73745,1.5354
73750,1.4861
73755,1.4032
73760,1.3132
73766,1.2619
73771,1.1629
73776,1.0643
73781,0.99359
73786,0.90011
73792,0.7937
73797,0.7126
73802,0.59319
73807,0.47655
73812,0.3409
73818,0.24116
73823,0.14802
73828,0.058113
73833,0.12183
73839,0.24402
73844,0.37955
73849,0.56923
73854,0.77132
73859,0.90922
73865,1.1036
73870,1.2822
73875,1.3267
73880,1.5254
73885,1.6218
73891,1.727
73896,1.8716
73901,1.9631
73906,1.9473
73911,1.7126
73917,1.8982
73922,2.0834
73927,2.1027
73932,2.091
73937,2.0262
73943,2.1684
73948,2.2891
73953,2.3087
73958,2.3158
73964,2.079
73969,2.2541
73974,2.4775
73979,2.4315
73984,2.5231
73990,2.6462
73995,2.6946
74000,2.6924
74005,2.6489
74010,2.6587
74016,2.6614
74021,2.6499
74026,2.6035
74031,2.5769
74036,2.4957
74042,2.5137
74047,2.7697
74052,2.9216
74057,2.8229
74062,2.69
74068,2.5752
74073,2.3825
74078,2.2935
74083,2.1662
74089,2.0137
74094,1.9289
74099,1.9247
74104,1.8995
74109,1.8915
74115,1.8732
74120,1.9335
74125,1.6738
74130,1.7064
74135,1.7128
74141,1.6629
74146,1.7547
74151,1.5603
74156,1.5697
74161,1.5307
74167,1.4757
74172,1.416
74177,1.2575
74182,1.197
74187,1.1027
74193,1.0223
74198,0.93465
74203,0.86071
74208,0.66849
74214,0.60211
74219,0.49681
74224,0.38778
74229,0.32357
74234,0.32375
74240,0.24404
74245,0.16733
74250,0.082106
74255,0.097103
74260,0.22238
74266,0.3604
74271,0.47286
74276,0.64276
74281,0.82953
74286,0.76587
74292,1.0677
74297,1.245
74302,1.4943
74307,1.6754
74312,1.7429
74318,1.8561
74323,1.9139
74328,1.9558
74333,2.0683
74339,2.1104
74344,2.2054
74349,2.2108
74354,2.2916
74359,2.3273
74365,2.2997
74370,2.2529
74375,2.2206
74380,2.2254
74385,2.2721
74391,2.3105
74396,2.2769
74401,2.2883
74406,2.2601
74411,2.2711
74417,2.2847
74422,2.2824
74427,2.2724
74432,2.2606
74438,2.2586
74443,2.1504
74448,2.1197
74453,2.1072
74458,2.0829
74464,2.0196
74469,2.0358
74474,1.9992
74479,1.9333
74484,1.9042
74490,1.8566
74495,1.8552
74500,1.7092
74505,1.669
74510,1.6337
74516,1.5732
74521,1.4972
74526,1.4265
74531,1.36
74536,1.2558
74542,1.1851
74547,1.0723
74552,1.0401
74557,0.94259
74562,0.81736
74568,0.71448
74573,0.63286
74578,0.50367
74583,0.3884
74589,0.28674
74594,0.1063
74599,0.083693
74604,0.075765
74609,0.24334
74615,0.3947
74620,0.58134
74625,0.69517
74630,0.83993
74635,0.97294
74641,1.0863
74646,1.2348
74651,1.3772
74656,1.5211
74661,1.6651
74667,1.7855
74672,1.9427
74677,1.9986
74682,2.0563
74687,2.0966
74693,2.1458
74698,2.2108
74703,2.2843
74708,2.3594
74714,2.4806
74719,2.5243
74724,2.5235
74729,2.4598
74734,2.2597
74740,2.3763
74745,2.5396
74750,2.6014
74755,2.6238
74760,2.5572
74766,2.4702
74771,2.395
74776,2.5094
74781,2.2457
74786,2.0752
74792,2.376
74797,2.3306
74802,2.3351
74807,2.2821
74812,2.2454
74818,2.4568
74823,2.4761
74828,2.4116
74833,2.323
74839,2.3133
74844,2.2401
74849,2.2463
74854,2.004
74859,1.9751
74865,2.0894
74870,2.0787
74875,2.0484
74880,1.873
74885,1.7883
74891,1.7163
74896,1.6042
74901,1.4344
74906,1.3019
74911,1.3055
74917,1.1141
74922,1.0366
74927,0.95934
74932,0.8395
74937,0.67684
74943,0.5875
74948,0.50827
74953,0.41479
74958,0.32418
74964,0.29958
74969,0.19449
74974,0.052246
74979,0.081343
74984,0.24984
74990,0.41903
74995,0.58844
75000,0.85546
75005,0.97078
75010,1.1333
75016,1.3758
75021,1.6652
75026,1.8362
75031,1.9359
75036,1.9333
75042,2.1107
75047,2.1595
75052,2.2164
75057,2.2502
75062,2.3289
75068,2.384
75073,2.476
75078,2.4778
75083,2.4473
75089,2.4608
75094,2.4831
75099,2.5099
75104,2.4892
75109,2.5215
75115,2.5099
75120,2.625
75125,2.6373
75130,2.6376
75135,2.633
75141,2.5505
75146,2.657
75151,2.5654
75156,2.5313
75161,2.4945
75167,2.4893
75172,2.5342
75177,2.5396
75182,2.5326
75188,2.5191
75193,2.4428
75198,2.4568
75203,2.499
75208,2.3777
75214,2.4459
75219,2.3591
75224,2.3292
75229,2.3148
75234,2.2515
75240,2.2617
75245,2.1862
75250,2.1895
75255,2.2041
75260,2.142
75266,2.0934
75271,2.0537
75276,2.0317
75281,1.9498
75286,1.8502
75292,1.8141
75297,1.79
75302,1.7049
75307,1.6403
75313,1.5714
75318,1.5332
75323,1.4403
75328,1.3547
75333,1.297
75339,1.2094
75344,1.1128
75349,1.0023
75354,0.90474
75359,0.79566
75365,0.66772
75370,0.53188
75375,0.402
75380,0.23064
75385,0.094355
75391,0.073186
75396,0.20271
75401,0.36616
75406,0.54091
75411,0.72798
75417,0.90061
75422,1.0723
75427,1.2699
75432,1.4079
75437,1.4775
75443,1.583
75448,1.7425
75453,1.8528
75458,1.7313
75464,1.7934
75469,2.0931
75474,2.248
75479,2.3201
75484,2.3454
75490,2.4549
75495,2.4721
75500,2.5876
75505,2.6666
75510,2.6338
75516,2.5076
75521,2.7572
75526,2.734
75531,2.6473
75536,2.8392
75542,2.8902
75547,2.9353
75552,2.9403
75557,2.9353
75562,2.871
75568,2.835
75573,2.8379
75578,3.0425
75583,3.1664
75589,3.2016
75594,3.1352
75599,3.1285
75604,2.9792
75609,2.7966
75615,2.6306
75620,2.2008
75625,2.1337
75630,2.0944
75635,2.067
75641,2.0009
75646,2.0406
75651,2.0958
75656,2.2322
75661,2.2723
75667,1.9655
75672,1.7946
75677,1.8412
75682,1.9481
75687,1.9009
75693,1.8128
75698,1.8191
75703,1.6751
75708,1.4747
75714,1.2089
75719,1.1237
75724,1.2636
75729,1.3172
75734,1.1947
75740,1.1427
75745,1.0157
75750,0.9477
75755,0.90201
75760,0.79505
75766,0.69607
75771,0.58597
75776,0.4738
75781,0.37333
75786,0.37144
75792,0.25536
75797,0.15131
75802,0.040185
75807,0.10224
75812,0.25389
75818,0.5366
75823,0.77072
75828,0.9702
75833,0.94444
75839,1.2046
75844,1.4058
75849,1.7618
75854,1.8935
75859,2.0614
75865,2.1086
75870,2.1553
75875,2.3036
75880,2.3008
75885,2.4154
75891,2.4797
75896,2.4982
75901,2.4221
75906,2.3568
75911,2.4399
75917,2.4795
75922,2.46
75927,2.4642
75932,2.491
75938,2.5484
75943,2.4696
75948,2.4755
75953,2.5511
75958,2.5105
75964,2.4414
75969,2.5726
75974,2.46
75979,2.4338
75984,2.4471
75990,2.3595
75995,2.4088
76000,2.379
76005,2.2383
76010,2.3047
76016,2.2598
76021,2.1064
76026,2.1404
76031,2.0895
76036,2.1118
76042,2.0399
76047,1.992
76052,1.9157
76057,1.8381
76062,1.7667
76068,1.7199
76073,1.6711
76078,1.6334
76083,1.5451
76089,1.4433
76094,1.3653
76099,1.3
76104,1.2406
76109,1.0976
76115,1.0113
76120,0.88891
76125,0.79957
76130,0.67545
76135,0.55798
76141,0.4297
76146,0.26079
76151,0.13706
76156,0.036843
76161,0.23403
76167,0.35366
76172,0.51621
76177,0.75945
76182,0.91754
76187,1.1021
76193,1.2691
76198,1.1617
76203,1.3133
76208,1.5375
76214,1.6524
76219,1.8005
76224,2.0412
76229,2.1411
76234,2.2379
76240,2.3136
76245,2.3927
76250,2.4328
76255,2.4519
76260,2.3836
76266,2.4398
76271,2.4977
76276,2.5377
76281,2.5642
76286,2.5503
76292,2.2604
76297,2.1257
76302,2.2478
76307,2.4152
76312,2.5519
76318,2.6116
76323,2.6243
76328,2.5972
76333,2.5458
76339,2.4287
76344,2.3792
76349,2.436
76354,2.4257
76359,2.4905
76365,2.6759
76370,2.7343
76375,2.7826
76380,2.7849
76385,2.6851
76391,2.6813
76396,2.6205
76401,2.5499
76406,2.505
76411,2.353
76417,2.0189
76422,1.9626
76427,1.9338
76432,1.7806
76437,1.746
76443,1.7225
76448,1.7348
76453,1.6664
76458,1.6015
76464,1.5353
76469,1.3797
76474,1.2094
76479,1.1381
76484,0.93804
76490,0.75529
76495,0.60584
76500,0.54585
76505,0.40047
76510,0.33727
76516,0.29182
76521,0.26056
76526,0.12684
76531,0.020702
76536,0.26668
76542,0.61372
76547,0.89145
76552,0.99204
76557,1.0773
76562,1.3225
76568,1.4418
76573,1.6755
76578,1.835
76583,1.9847
76589,2.1322
76594,2.2506
76599,2.3342
76604,2.4162
76609,2.4364
76615,2.4789
76620,2.5294
76625,2.5418
76630,2.5548
76635,2.6306
76641,2.6304
76646,2.6412
76651,2.6129
76656,2.7736
76661,2.8247
76667,2.8861
76672,2.8765
76677,2.9172
76682,2.8714
76688,2.8331
76693,2.753
76698,2.7441
76703,2.6586
76708,2.648
76714,2.6908
76719,2.6896
76724,2.6619
76729,2.6376
76734,2.6801
76740,2.6277
76745,2.7454
76750,2.6205
76755,2.5498
76760,2.5226
76766,2.4992
76771,2.443
76776,2.4574
76781,2.4853
76786,2.3496
76792,2.3054
76797,2.3561
76802,2.2682
76807,2.2846
76812,2.2542
76818,2.1458
76823,2.1533
76828,2.0588
76833,2.0263
76839,2.0009
76844,1.9569
76849,1.8599
76854,1.8072
76859,1.7977
76865,1.7208
76870,1.6606
76875,1.5721
76880,1.4825
76885,1.422
76891,1.3467
76896,1.2254
76901,1.112
76906,1.0042
76911,0.84606
76917,0.72765
76922,0.55333
76927,0.40411
76932,0.22415
76938,0.051794
76943,0.1343
76948,0.27849
76953,0.4657
76958,0.66018
76964,0.86568
76969,1.0551
76974,1.2464
76979,1.4481
76984,1.6107
76990,1.7376
76995,1.8235
77000,1.9063
77005,2.0094
77010,1.8495
77016,2.125
77021,2.2765
77026,2.389
77031,2.4408
77036,2.1476
77042,2.136
77047,2.4607
77052,2.7628
77057,2.8021
77063,2.9845
77068,2.7975
77073,2.7553
77078,2.953
77083,2.9899
77089,3.0463
77094,3.1284
77099,3.1552
77104,3.1609
77109,3.1602
77115,3.2244
77120,3.2494
77125,3.3238
77130,3.5151
77135,3.3407
77141,3.1861
77146,3.0682
77156,2.5499
77161,2.9904
77167,2.8824
77172,2.8134
77177,2.6861
77182,2.5627
77187,2.5927
77193,2.4976
77198,2.3571
77203,2.3308
77208,2.3464
77214,2.3894
77219,2.2129
77224,2.2544
77229,2.1218
77234,2.0302
77240,2.0066
77245,1.954
77250,1.8359
77255,1.6847
77260,1.6855
77266,1.5912
77271,1.4422
77276,1.1931
77281,1.1729
77286,1.2984
77292,1.0483
77297,1.0025
77302,0.9809
77307,0.85293
77312,0.4915
77318,0.5354
77323,0.4346
77328,0.29605
77333,0.23345
77339,0.097095
77344,0.071454
77349,0.20466
77354,0.34062
77359,0.55155
77365,0.85183
77370,1.2746
77375,1.2712
77380,1.253
77385,1.4592
77391,1.6518
77396,1.8561
77401,2.1012
77406,2.1367
77411,2.2312
77417,2.3426
77422,2.3003
77427,2.4522
77432,2.4926
77438,2.4446
77443,2.512
77448,2.6125
77453,2.6098
77458,2.6137
77464,2.6627
77469,2.6961
77474,2.6409
77479,2.6741
77484,2.6765
77490,2.6649
77495,2.7206
77500,2.6831
77505,2.6833
77510,2.6812
77516,2.6594
77521,2.5623
77526,2.5836
77531,2.4839
77536,2.5403
77542,2.4612
77547,2.4936
77552,2.4541
77557,2.4266
77562,2.4126
77568,2.2857
77573,2.2452
77578,2.1419
77583,2.181
77589,2.1319
77594,2.1111
77599,2.0511
77604,1.9874
77609,1.9605
77615,1.8089
77620,1.7861
77625,1.7109
77630,1.6267
77635,1.5403
77641,1.4831
77646,1.3983
77651,1.2919
77656,1.1939
77661,1.0918
77667,0.97743
77672,0.83647
77677,0.69632
77682,0.55569
77687,0.38534
77693,0.22469
77698,0.069445
77703,0.11451
77708,0.24759
77714,0.44824
77719,0.65265
77724,0.85553
77729,1.0315
77734,1.2335
77740,1.2897
77745,1.248
77750,1.3669
77755,1.4744
77760,1.6353
77766,1.9068
77771,2.0779
77776,2.1687
77781,2.3093
